Episode:19, r:0.4700, Time:4773, fc:0.280
Episode:19, r:0.4750, Time:5712, fc:0.370
Episode:19, r:0.4750, Time:5713, fc:0.260
Episode:19, r:0.4750, Time:5714, fc:0.310
Episode:19, r:0.4750, Time:5715, fc:0.330
Episode:19, r:0.4750, Time:5716, fc:0.280
Episode:19, r:0.4750, Time:5717, fc:0.290
Episode:19, r:0.4750, Time:5718, fc:0.310
Episode:19, r:0.4750, Time:5719, fc:0.330
Episode:19, r:0.4750, Time:5720, fc:0.290
Episode:19, r:0.4750, Time:5721, fc:0.320
Episode:19, r:0.4750, Time:5722, fc:0.300
Episode:19, r:0.4750, Time:5723, fc:0.290
Episode:19, r:0.4750, Time:5724, fc:0.290
Episode:19, r:0.4750, Time:5725, fc:0.310
Episode:19, r:0.4750, Time:5726, fc:0.320
Episode:19, r:0.4750, Time:5727, fc:0.310
Episode:19, r:0.4750, Time:5728, fc:0.270
Episode:19, r:0.4750, Time:5729, fc:0.320
Episode:19, r:0.4750, Time:5730, fc:0.330
Episode:19, r:0.4750, Time:5731, fc:0.300
Episode:19, r:0.4750, Time:5732, fc:0.310
Episode:19, r:0.4750, Time:5733, fc:0.300
Episode:19, r:0.4750, Time:5734, fc:0.330
Episode:19, r:0.4750, Time:5735, fc:0.310
Episode:19, r:0.4750, Time:5736, fc:0.330
Episode:19, r:0.4750, Time:5737, fc:0.280
Episode:19, r:0.4750, Time:5738, fc:0.300
Episode:19, r:0.4750, Time:5739, fc:0.320
Episode:19, r:0.4750, Time:5740, fc:0.310
Episode:19, r:0.4750, Time:5741, fc:0.280
Episode:19, r:0.4750, Time:5742, fc:0.270
Episode:19, r:0.4750, Time:5743, fc:0.330
Episode:19, r:0.4750, Time:5744, fc:0.330
Episode:19, r:0.4750, Time:5745, fc:0.290
Episode:19, r:0.4750, Time:5746, fc:0.330
Episode:19, r:0.4750, Time:5747, fc:0.340
Episode:19, r:0.4750, Time:5748, fc:0.270
Episode:19, r:0.4750, Time:5749, fc:0.310
Episode:19, r:0.4750, Time:5750, fc:0.300
Episode:19, r:0.4750, Time:5751, fc:0.330
Episode:19, r:0.4750, Time:5752, fc:0.290
Episode:19, r:0.4750, Time:5753, fc:0.340
Episode:19, r:0.4750, Time:5754, fc:0.300
Episode:19, r:0.4750, Time:5755, fc:0.260
Episode:19, r:0.4750, Time:5756, fc:0.300
Episode:19, r:0.4750, Time:5757, fc:0.310
Episode:19, r:0.4750, Time:5758, fc:0.260
Episode:19, r:0.4750, Time:5759, fc:0.320
Episode:19, r:0.4750, Time:5760, fc:0.300
Episode:19, r:0.4750, Time:5761, fc:0.320
Episode:19, r:0.4750, Time:5762, fc:0.330
Episode:19, r:0.4750, Time:5763, fc:0.300
Episode:19, r:0.4750, Time:5764, fc:0.320
Episode:19, r:0.4750, Time:5765, fc:0.300
Episode:19, r:0.4750, Time:5766, fc:0.310
Episode:19, r:0.4750, Time:5767, fc:0.310
Episode:19, r:0.4750, Time:5768, fc:0.310
Episode:19, r:0.4750, Time:5769, fc:0.330
Episode:19, r:0.4750, Time:5770, fc:0.270
Episode:19, r:0.4750, Time:5771, fc:0.280
Episode:19, r:0.4750, Time:5772, fc:0.310
Episode:19, r:0.4750, Time:5773, fc:0.320
Episode:19, r:0.4750, Time:5774, fc:0.320
Episode:19, r:0.4750, Time:5775, fc:0.320
Episode:19, r:0.4750, Time:5776, fc:0.300
Episode:19, r:0.4750, Time:5777, fc:0.310
Episode:19, r:0.4750, Time:5778, fc:0.280
Episode:19, r:0.4750, Time:5779, fc:0.290
Episode:19, r:0.4750, Time:5780, fc:0.320
Episode:19, r:0.4750, Time:5781, fc:0.280
Episode:19, r:0.4750, Time:5782, fc:0.340
Episode:19, r:0.4750, Time:5783, fc:0.300
Episode:19, r:0.4750, Time:5784, fc:0.270
Episode:19, r:0.4750, Time:5785, fc:0.340
Episode:19, r:0.4750, Time:5786, fc:0.270
Episode:19, r:0.4750, Time:5787, fc:0.380
Episode:19, r:0.4750, Time:5788, fc:0.250
Episode:19, r:0.4750, Time:5789, fc:0.290
Episode:19, r:0.4750, Time:5790, fc:0.310
Episode:19, r:0.4750, Time:5791, fc:0.340
Episode:19, r:0.4750, Time:5792, fc:0.310
Episode:19, r:0.4750, Time:5793, fc:0.270
Episode:19, r:0.4750, Time:5794, fc:0.340
Episode:19, r:0.4750, Time:5795, fc:0.270
Episode:19, r:0.4750, Time:5796, fc:0.340
Episode:19, r:0.4750, Time:5797, fc:0.260
Episode:19, r:0.4750, Time:5798, fc:0.310
Episode:19, r:0.4750, Time:5799, fc:0.280
Episode:19, r:0.4750, Time:5800, fc:0.310
Episode:19, r:0.4750, Time:5801, fc:0.340
Episode:19, r:0.4750, Time:5802, fc:0.270
Episode:19, r:0.4750, Time:5803, fc:0.380
Episode:19, r:0.4750, Time:5804, fc:0.260
Episode:19, r:0.4750, Time:5805, fc:0.320
Episode:19, r:0.4750, Time:5806, fc:0.330
Episode:19, r:0.4750, Time:5807, fc:0.300
Episode:19, r:0.4750, Time:5808, fc:0.280
Episode:19, r:0.4750, Time:5809, fc:0.330
Episode:19, r:0.4750, Time:5810, fc:0.280
Episode:19, r:0.4750, Time:5811, fc:0.300
Episode:19, r:0.4750, Time:5812, fc:0.320
Episode:19, r:0.4750, Time:5813, fc:0.290
Episode:19, r:0.4750, Time:5814, fc:0.350
Episode:19, r:0.4750, Time:5815, fc:0.330
Episode:19, r:0.4750, Time:5816, fc:0.320
Episode:19, r:0.4750, Time:5817, fc:0.310
Episode:19, r:0.4750, Time:5818, fc:0.320
Episode:19, r:0.4750, Time:5819, fc:0.340
Episode:19, r:0.4750, Time:5820, fc:0.280
Episode:19, r:0.4750, Time:5821, fc:0.370
Episode:19, r:0.4750, Time:5822, fc:0.260
Episode:19, r:0.4750, Time:5823, fc:0.320
Episode:19, r:0.4750, Time:5824, fc:0.300
Episode:19, r:0.4750, Time:5825, fc:0.310
Episode:19, r:0.4750, Time:5826, fc:0.310
Episode:19, r:0.4750, Time:5827, fc:0.310
Episode:19, r:0.4750, Time:5828, fc:0.300
Episode:19, r:0.4750, Time:5829, fc:0.320
Episode:19, r:0.4750, Time:5830, fc:0.340
Episode:19, r:0.4750, Time:5831, fc:0.280
Episode:19, r:0.4750, Time:5832, fc:0.290
Episode:19, r:0.4750, Time:5833, fc:0.330
Episode:19, r:0.4750, Time:5834, fc:0.290
Episode:19, r:0.4750, Time:5835, fc:0.350
Episode:19, r:0.4750, Time:5836, fc:0.290
Episode:19, r:0.4750, Time:5837, fc:0.340
Episode:19, r:0.4750, Time:5838, fc:0.270
Episode:19, r:0.4750, Time:5839, fc:0.320
Episode:19, r:0.4750, Time:5840, fc:0.320
Episode:19, r:0.4750, Time:5841, fc:0.290
Episode:19, r:0.4750, Time:5842, fc:0.360
Episode:19, r:0.4750, Time:5843, fc:0.260
Episode:19, r:0.4750, Time:5844, fc:0.350
Episode:19, r:0.4750, Time:5845, fc:0.280
Episode:19, r:0.4750, Time:5846, fc:0.330
Episode:19, r:0.4750, Time:5847, fc:0.330
Episode:19, r:0.4750, Time:5848, fc:0.290
Episode:19, r:0.4750, Time:5849, fc:0.350
Episode:19, r:0.4750, Time:5850, fc:0.280
Episode:19, r:0.4750, Time:5851, fc:0.340
Episode:19, r:0.4750, Time:5852, fc:0.300
Episode:19, r:0.4750, Time:5853, fc:0.280
Episode:19, r:0.4750, Time:5854, fc:0.340
Episode:19, r:0.4750, Time:5855, fc:0.310
Episode:19, r:0.4750, Time:5856, fc:0.330
Episode:19, r:0.4750, Time:5857, fc:0.300
Episode:19, r:0.4750, Time:5858, fc:0.310
Episode:19, r:0.4750, Time:5859, fc:0.310
Episode:19, r:0.4750, Time:5860, fc:0.300
Episode:19, r:0.4750, Time:5861, fc:0.310
Episode:19, r:0.4750, Time:5862, fc:0.310
Episode:19, r:0.4750, Time:5863, fc:0.300
Episode:19, r:0.4750, Time:5864, fc:0.370
Episode:19, r:0.4750, Time:5865, fc:0.260
Episode:19, r:0.4750, Time:5866, fc:0.340
Episode:19, r:0.4750, Time:5867, fc:0.340
Episode:19, r:0.4750, Time:5868, fc:0.270
Episode:19, r:0.4750, Time:5869, fc:0.310
Episode:19, r:0.4750, Time:5870, fc:0.320
Episode:19, r:0.4750, Time:5871, fc:0.330
Episode:19, r:0.4750, Time:5872, fc:0.300
Episode:19, r:0.4750, Time:5873, fc:0.330
Episode:19, r:0.4750, Time:5874, fc:0.270
Episode:19, r:0.4750, Time:5875, fc:0.330
Episode:19, r:0.4750, Time:5876, fc:0.280
Episode:19, r:0.4750, Time:5877, fc:0.330
Episode:19, r:0.4750, Time:5878, fc:0.280
Episode:19, r:0.4750, Time:5879, fc:0.270
Episode:19, r:0.4750, Time:5880, fc:0.360
Episode:19, r:0.4750, Time:5881, fc:0.290
Episode:19, r:0.4750, Time:5882, fc:0.300
Episode:19, r:0.4750, Time:5883, fc:0.340
Episode:19, r:0.4750, Time:5884, fc:0.290
Episode:19, r:0.4750, Time:5885, fc:0.320
Episode:19, r:0.4750, Time:5886, fc:0.320
Episode:19, r:0.4750, Time:5887, fc:0.290
Episode:19, r:0.4750, Time:5888, fc:0.340
Episode:19, r:0.4750, Time:5889, fc:0.280
Episode:19, r:0.4750, Time:5890, fc:0.300
Episode:19, r:0.4750, Time:5891, fc:0.320
Episode:19, r:0.4750, Time:5892, fc:0.310
Episode:19, r:0.4750, Time:5893, fc:0.320
Episode:19, r:0.4750, Time:5894, fc:0.260
Episode:19, r:0.4750, Time:5895, fc:0.340
Episode:19, r:0.4750, Time:5896, fc:0.300
Episode:19, r:0.4750, Time:5897, fc:0.310
Episode:19, r:0.4750, Time:5898, fc:0.320
Episode:19, r:0.4750, Time:5899, fc:0.320
Episode:19, r:0.4750, Time:5900, fc:0.320
Episode:19, r:0.4750, Time:5901, fc:0.270
Episode:19, r:0.4750, Time:5902, fc:0.300
Episode:19, r:0.4750, Time:5903, fc:0.360
Episode:19, r:0.4750, Time:5904, fc:0.280
Episode:19, r:0.4750, Time:5905, fc:0.320
Episode:19, r:0.4750, Time:5906, fc:0.310
Episode:19, r:0.4750, Time:5907, fc:0.310
Episode:19, r:0.4750, Time:5908, fc:0.320
Episode:19, r:0.4750, Time:5909, fc:0.310
Episode:19, r:0.4750, Time:5910, fc:0.320
Episode:19, r:0.4750, Time:5911, fc:0.310
Episode:19, r:0.4750, Time:5912, fc:0.310
Episode:19, r:0.4750, Time:5913, fc:0.290
Episode:19, r:0.4750, Time:5914, fc:0.310
Episode:19, r:0.4750, Time:5915, fc:0.340
Episode:19, r:0.4750, Time:5916, fc:0.300
Episode:19, r:0.4750, Time:5917, fc:0.330
Episode:19, r:0.4750, Time:5918, fc:0.290
Episode:19, r:0.4750, Time:5919, fc:0.300
Episode:19, r:0.4750, Time:5920, fc:0.320
Episode:19, r:0.4750, Time:5921, fc:0.290
Episode:19, r:0.4750, Time:5922, fc:0.300
Episode:19, r:0.4750, Time:5923, fc:0.320
Episode:19, r:0.4750, Time:5924, fc:0.330
Episode:19, r:0.4750, Time:5925, fc:0.240
Episode:19, r:0.4750, Time:5926, fc:0.350
Episode:19, r:0.4750, Time:5927, fc:0.280
Episode:19, r:0.4750, Time:5928, fc:0.260
Episode:19, r:0.4750, Time:5929, fc:0.360
Episode:19, r:0.4750, Time:5930, fc:0.310
Episode:19, r:0.4750, Time:5931, fc:0.320
Episode:19, r:0.4750, Time:5932, fc:0.270
Episode:19, r:0.4750, Time:5933, fc:0.330
Episode:19, r:0.4750, Time:5934, fc:0.290
Episode:19, r:0.4750, Time:5935, fc:0.310
Episode:19, r:0.4750, Time:5936, fc:0.320
Episode:19, r:0.4750, Time:5937, fc:0.300
Episode:19, r:0.4750, Time:5938, fc:0.280
Episode:19, r:0.4750, Time:5939, fc:0.310
Episode:19, r:0.4750, Time:5940, fc:0.310
Episode:19, r:0.4750, Time:5941, fc:0.280
Episode:19, r:0.4750, Time:5942, fc:0.350
Episode:19, r:0.4750, Time:5943, fc:0.290
Episode:19, r:0.4750, Time:5944, fc:0.320
Episode:19, r:0.4750, Time:5945, fc:0.270
Episode:19, r:0.4750, Time:5946, fc:0.320
Episode:19, r:0.4750, Time:5947, fc:0.290
Episode:19, r:0.4750, Time:5948, fc:0.330
Episode:19, r:0.4750, Time:5949, fc:0.330
Episode:19, r:0.4750, Time:5950, fc:0.300
Episode:19, r:0.4750, Time:5951, fc:0.330
Episode:19, r:0.4750, Time:5952, fc:0.310
Episode:19, r:0.4750, Time:5953, fc:0.310
Episode:19, r:0.4750, Time:5954, fc:0.330
Episode:19, r:0.4750, Time:5955, fc:0.300
Episode:19, r:0.4750, Time:5956, fc:0.330
Episode:19, r:0.4750, Time:5957, fc:0.270
Episode:19, r:0.4750, Time:5958, fc:0.330
Episode:19, r:0.4750, Time:5959, fc:0.270
Episode:19, r:0.4750, Time:5960, fc:0.340
Episode:19, r:0.4750, Time:5961, fc:0.330
Episode:19, r:0.4750, Time:5962, fc:0.300
Episode:19, r:0.4750, Time:5963, fc:0.310
Episode:19, r:0.4750, Time:5964, fc:0.310
Episode:19, r:0.4750, Time:5965, fc:0.320
Episode:19, r:0.4750, Time:5966, fc:0.280
Episode:19, r:0.4750, Time:5967, fc:0.280
Episode:19, r:0.4750, Time:5968, fc:0.350
Episode:19, r:0.4750, Time:5969, fc:0.310
Episode:19, r:0.4750, Time:5970, fc:0.300
Episode:19, r:0.4750, Time:5971, fc:0.310
Episode:19, r:0.4750, Time:5972, fc:0.320
Episode:19, r:0.4750, Time:5973, fc:0.290
Episode:19, r:0.4750, Time:5974, fc:0.280
Episode:19, r:0.4750, Time:5975, fc:0.330
Episode:19, r:0.4750, Time:5976, fc:0.300
Episode:19, r:0.4750, Time:5977, fc:0.330
Episode:19, r:0.4750, Time:5978, fc:0.290
Episode:19, r:0.4750, Time:5979, fc:0.330
Episode:19, r:0.4750, Time:5980, fc:0.300
Episode:19, r:0.4750, Time:5981, fc:0.300
Episode:19, r:0.4750, Time:5982, fc:0.340
Episode:19, r:0.4750, Time:5983, fc:0.270
Episode:19, r:0.4750, Time:5984, fc:0.340
Episode:19, r:0.4750, Time:5985, fc:0.280
Episode:19, r:0.4750, Time:5986, fc:0.340
Episode:19, r:0.4750, Time:5987, fc:0.280
Episode:19, r:0.4750, Time:5988, fc:0.310
Episode:19, r:0.4750, Time:5989, fc:0.310
Episode:19, r:0.4750, Time:5990, fc:0.320
Episode:19, r:0.4750, Time:5991, fc:0.290
Episode:19, r:0.4750, Time:5992, fc:0.300
Episode:19, r:0.4750, Time:5993, fc:0.340
Episode:19, r:0.4750, Time:5994, fc:0.300
Episode:19, r:0.4750, Time:5995, fc:0.340
Episode:19, r:0.4750, Time:5996, fc:0.290
Episode:19, r:0.4750, Time:5997, fc:0.300
Episode:19, r:0.4750, Time:5998, fc:0.310
Episode:19, r:0.4750, Time:5999, fc:0.310
Episode:19, r:0.4750, Time:6000, fc:0.340
Episode:19, r:0.4750, Time:6001, fc:0.290
Episode:19, r:0.4750, Time:6002, fc:0.280
Episode:19, r:0.4750, Time:6003, fc:0.330
Episode:19, r:0.4750, Time:6004, fc:0.290
Episode:19, r:0.4750, Time:6005, fc:0.320
Episode:19, r:0.4750, Time:6006, fc:0.330
Episode:19, r:0.4750, Time:6007, fc:0.270
Episode:19, r:0.4750, Time:6008, fc:0.320
Episode:19, r:0.4750, Time:6009, fc:0.290
Episode:19, r:0.4750, Time:6010, fc:0.320
Episode:19, r:0.4750, Time:6011, fc:0.320
Episode:19, r:0.4750, Time:6012, fc:0.290
Episode:19, r:0.4750, Time:6013, fc:0.370
Episode:19, r:0.4750, Time:6014, fc:0.270
Episode:19, r:0.4750, Time:6015, fc:0.350
Episode:19, r:0.4750, Time:6016, fc:0.330
Episode:19, r:0.4750, Time:6017, fc:0.280
Episode:19, r:0.4750, Time:6018, fc:0.350
Episode:19, r:0.4750, Time:6019, fc:0.260
Episode:19, r:0.4750, Time:6020, fc:0.290
Episode:19, r:0.4750, Time:6021, fc:0.290
Episode:19, r:0.4750, Time:6022, fc:0.340
Episode:19, r:0.4750, Time:6023, fc:0.290
Episode:19, r:0.4750, Time:6024, fc:0.310
Episode:19, r:0.4750, Time:6025, fc:0.320
Episode:19, r:0.4750, Time:6026, fc:0.320
Episode:19, r:0.4750, Time:6027, fc:0.330
Episode:19, r:0.4750, Time:6028, fc:0.320
Episode:19, r:0.4750, Time:6029, fc:0.280
Episode:19, r:0.4750, Time:6030, fc:0.330
Episode:19, r:0.4750, Time:6031, fc:0.290
Episode:19, r:0.4750, Time:6032, fc:0.300
Episode:19, r:0.4750, Time:6033, fc:0.310
Episode:19, r:0.4750, Time:6034, fc:0.330
Episode:19, r:0.4750, Time:6035, fc:0.280
Episode:19, r:0.4750, Time:6036, fc:0.320
Episode:19, r:0.4750, Time:6037, fc:0.290
Episode:19, r:0.4750, Time:6038, fc:0.340
Episode:19, r:0.4750, Time:6039, fc:0.270
Episode:19, r:0.4750, Time:6040, fc:0.330
Episode:19, r:0.4750, Time:6041, fc:0.280
Episode:19, r:0.4750, Time:6042, fc:0.330
Episode:19, r:0.4750, Time:6043, fc:0.290
Episode:19, r:0.4750, Time:6044, fc:0.310
Episode:19, r:0.4750, Time:6045, fc:0.300
Episode:19, r:0.4750, Time:6046, fc:0.300
Episode:19, r:0.4750, Time:6047, fc:0.300
Episode:19, r:0.4750, Time:6048, fc:0.300
Episode:19, r:0.4750, Time:6049, fc:0.320
Episode:19, r:0.4750, Time:6050, fc:0.280
Episode:19, r:0.4750, Time:6051, fc:0.340
Episode:19, r:0.4750, Time:6052, fc:0.280
Episode:19, r:0.4750, Time:6053, fc:0.320
Episode:19, r:0.4750, Time:6054, fc:0.320
Episode:19, r:0.4750, Time:6055, fc:0.300
Episode:19, r:0.4750, Time:6056, fc:0.350
Episode:19, r:0.4750, Time:6057, fc:0.300
Episode:19, r:0.4750, Time:6058, fc:0.310
Episode:19, r:0.4750, Time:6059, fc:0.310
Episode:19, r:0.4750, Time:6060, fc:0.330
Episode:19, r:0.4750, Time:6061, fc:0.290
Episode:19, r:0.4750, Time:6062, fc:0.310
Episode:19, r:0.4750, Time:6063, fc:0.310
Episode:19, r:0.4750, Time:6064, fc:0.300
Episode:19, r:0.4750, Time:6065, fc:0.340
Episode:19, r:0.4750, Time:6066, fc:0.270
Episode:19, r:0.4750, Time:6067, fc:0.350
Episode:19, r:0.4750, Time:6068, fc:0.280
Episode:19, r:0.4750, Time:6069, fc:0.330
Episode:19, r:0.4750, Time:6070, fc:0.300
Episode:19, r:0.4750, Time:6071, fc:0.340
Episode:19, r:0.4750, Time:6072, fc:0.270
Episode:19, r:0.4750, Time:6073, fc:0.320
Episode:19, r:0.4750, Time:6074, fc:0.300
Episode:19, r:0.4750, Time:6075, fc:0.300
Episode:19, r:0.4750, Time:6076, fc:0.310
Episode:19, r:0.4750, Time:6077, fc:0.290
Episode:19, r:0.4750, Time:6078, fc:0.290
Episode:19, r:0.4750, Time:6079, fc:0.320
Episode:19, r:0.4750, Time:6080, fc:0.300
Episode:19, r:0.4750, Time:6081, fc:0.290
Episode:19, r:0.4750, Time:6082, fc:0.320
Episode:19, r:0.4750, Time:6083, fc:0.300
Episode:19, r:0.4750, Time:6084, fc:0.320
Episode:19, r:0.4750, Time:6085, fc:0.280
Episode:19, r:0.4750, Time:6086, fc:0.300
Episode:19, r:0.4750, Time:6087, fc:0.330
Episode:19, r:0.4750, Time:6088, fc:0.320
Episode:19, r:0.4750, Time:6089, fc:0.310
Episode:19, r:0.4750, Time:6090, fc:0.300
Episode:19, r:0.4750, Time:6091, fc:0.340
Episode:19, r:0.4750, Time:6092, fc:0.250
Episode:19, r:0.4750, Time:6093, fc:0.340
Episode:19, r:0.4750, Time:6094, fc:0.280
Episode:19, r:0.4750, Time:6095, fc:0.290
Episode:19, r:0.4750, Time:6096, fc:0.310
Episode:19, r:0.4750, Time:6097, fc:0.330
Episode:19, r:0.4750, Time:6098, fc:0.280
Episode:19, r:0.4750, Time:6099, fc:0.320
Episode:19, r:0.4750, Time:6100, fc:0.280
Episode:19, r:0.4750, Time:6101, fc:0.320
Episode:19, r:0.4750, Time:6102, fc:0.310
Episode:19, r:0.4750, Time:6103, fc:0.320
Episode:19, r:0.4750, Time:6104, fc:0.320
Episode:19, r:0.4750, Time:6105, fc:0.300
Episode:19, r:0.4750, Time:6106, fc:0.300
Episode:19, r:0.4750, Time:6107, fc:0.330
Episode:19, r:0.4750, Time:6108, fc:0.280
Episode:19, r:0.4750, Time:6109, fc:0.330
Episode:19, r:0.4750, Time:6110, fc:0.300
Episode:19, r:0.4750, Time:6111, fc:0.280
Episode:19, r:0.4750, Time:6112, fc:0.320
Episode:19, r:0.4750, Time:6113, fc:0.310
Episode:19, r:0.4750, Time:6114, fc:0.300
Episode:19, r:0.4750, Time:6115, fc:0.320
Episode:19, r:0.4750, Time:6116, fc:0.300
Episode:19, r:0.4750, Time:6117, fc:0.270
Episode:19, r:0.4750, Time:6118, fc:0.320
Episode:19, r:0.4750, Time:6119, fc:0.270
Episode:19, r:0.4750, Time:6120, fc:0.340
Episode:19, r:0.4750, Time:6121, fc:0.320
Episode:19, r:0.4750, Time:6122, fc:0.320
Episode:19, r:0.4750, Time:6123, fc:0.310
Episode:19, r:0.4750, Time:6124, fc:0.250
Episode:19, r:0.4750, Time:6125, fc:0.320
Episode:19, r:0.4750, Time:6126, fc:0.280
Episode:19, r:0.4750, Time:6127, fc:0.360
Episode:19, r:0.4750, Time:6128, fc:0.280
Episode:19, r:0.4750, Time:6129, fc:0.290
Episode:19, r:0.4750, Time:6130, fc:0.310
Episode:19, r:0.4750, Time:6131, fc:0.280
Episode:19, r:0.4750, Time:6132, fc:0.320
Episode:19, r:0.4750, Time:6133, fc:0.300
Episode:19, r:0.4750, Time:6134, fc:0.290
Episode:19, r:0.4750, Time:6135, fc:0.350
Episode:19, r:0.4750, Time:6136, fc:0.280
Episode:19, r:0.4750, Time:6137, fc:0.380
Episode:19, r:0.4750, Time:6138, fc:0.250
Episode:19, r:0.4750, Time:6139, fc:0.320
Episode:19, r:0.4750, Time:6140, fc:0.280
Episode:19, r:0.4750, Time:6141, fc:0.320
Episode:19, r:0.4750, Time:6142, fc:0.250
Episode:19, r:0.4750, Time:6143, fc:0.380
Episode:19, r:0.4750, Time:6144, fc:0.240
Episode:19, r:0.4750, Time:6145, fc:0.360
Episode:19, r:0.4750, Time:6146, fc:0.280
Episode:19, r:0.4750, Time:6147, fc:0.340
Episode:19, r:0.4750, Time:6148, fc:0.300
Episode:19, r:0.4750, Time:6149, fc:0.340
Episode:19, r:0.4750, Time:6150, fc:0.320
Episode:19, r:0.4750, Time:6151, fc:0.310
Episode:19, r:0.4750, Time:6152, fc:0.330
Episode:19, r:0.4750, Time:6153, fc:0.330
Episode:19, r:0.4750, Time:6154, fc:0.280
Episode:19, r:0.4750, Time:6155, fc:0.360
Episode:19, r:0.4750, Time:6156, fc:0.290
Episode:19, r:0.4750, Time:6157, fc:0.330
Episode:19, r:0.4750, Time:6158, fc:0.310
Episode:19, r:0.4750, Time:6159, fc:0.240
Episode:19, r:0.4750, Time:6160, fc:0.320
Episode:19, r:0.4750, Time:6161, fc:0.300
Episode:19, r:0.4750, Time:6162, fc:0.300
Episode:19, r:0.4750, Time:6163, fc:0.320
Episode:19, r:0.4750, Time:6164, fc:0.300
Episode:19, r:0.4750, Time:6165, fc:0.300
Episode:19, r:0.4750, Time:6166, fc:0.320
Episode:19, r:0.4750, Time:6167, fc:0.270
Episode:19, r:0.4750, Time:6168, fc:0.320
Episode:19, r:0.4750, Time:6169, fc:0.330
Episode:19, r:0.4750, Time:6170, fc:0.320
Episode:19, r:0.4750, Time:6171, fc:0.350
Episode:19, r:0.4750, Time:6172, fc:0.280
Episode:19, r:0.4750, Time:6173, fc:0.320
Episode:19, r:0.4750, Time:6174, fc:0.330
Episode:19, r:0.4750, Time:6175, fc:0.310
Episode:19, r:0.4750, Time:6176, fc:0.310
Episode:19, r:0.4750, Time:6177, fc:0.270
Episode:19, r:0.4750, Time:6178, fc:0.370
Episode:19, r:0.4750, Time:6179, fc:0.300
Episode:19, r:0.4750, Time:6180, fc:0.320
Episode:19, r:0.4750, Time:6181, fc:0.300
Episode:19, r:0.4750, Time:6182, fc:0.310
Episode:19, r:0.4750, Time:6183, fc:0.320
Episode:19, r:0.4750, Time:6184, fc:0.300
Episode:19, r:0.4750, Time:6185, fc:0.330
Episode:19, r:0.4750, Time:6186, fc:0.300
Episode:19, r:0.4750, Time:6187, fc:0.290
Episode:19, r:0.4750, Time:6188, fc:0.330
Episode:19, r:0.4750, Time:6189, fc:0.290
Episode:19, r:0.4750, Time:6190, fc:0.350
Episode:19, r:0.4750, Time:6191, fc:0.290
Episode:19, r:0.4750, Time:6192, fc:0.320
Episode:19, r:0.4750, Time:6193, fc:0.340
Episode:19, r:0.4750, Time:6194, fc:0.290
Episode:19, r:0.4750, Time:6195, fc:0.330
Episode:19, r:0.4750, Time:6196, fc:0.280
Episode:19, r:0.4750, Time:6197, fc:0.320
Episode:19, r:0.4750, Time:6198, fc:0.350
Episode:19, r:0.4750, Time:6199, fc:0.280
Episode:19, r:0.4750, Time:6200, fc:0.310
Episode:19, r:0.4750, Time:6201, fc:0.320
Episode:19, r:0.4750, Time:6202, fc:0.290
Episode:19, r:0.4750, Time:6203, fc:0.330
Episode:19, r:0.4750, Time:6204, fc:0.300
Episode:19, r:0.4750, Time:6205, fc:0.300
Episode:19, r:0.4750, Time:6206, fc:0.300
Episode:19, r:0.4750, Time:6207, fc:0.290
Episode:19, r:0.4750, Time:6208, fc:0.290
Episode:19, r:0.4750, Time:6209, fc:0.350
Episode:19, r:0.4750, Time:6210, fc:0.300
Episode:19, r:0.4750, Time:6211, fc:0.320
Episode:19, r:0.4750, Time:6212, fc:0.310
Episode:19, r:0.4750, Time:6213, fc:0.260
Episode:19, r:0.4750, Time:6214, fc:0.320
Episode:19, r:0.4750, Time:6215, fc:0.300
Episode:19, r:0.4750, Time:6216, fc:0.290
Episode:19, r:0.4750, Time:6217, fc:0.370
Episode:19, r:0.4750, Time:6218, fc:0.280
Episode:19, r:0.4750, Time:6219, fc:0.350
Episode:19, r:0.4750, Time:6220, fc:0.300
Episode:19, r:0.4750, Time:6221, fc:0.350
Episode:19, r:0.4750, Time:6222, fc:0.300
Episode:19, r:0.4750, Time:6223, fc:0.340
Episode:19, r:0.4750, Time:6224, fc:0.290
Episode:19, r:0.4750, Time:6225, fc:0.320
Episode:19, r:0.4750, Time:6226, fc:0.320
Episode:19, r:0.4750, Time:6227, fc:0.290
Episode:19, r:0.4750, Time:6228, fc:0.330
Episode:19, r:0.4750, Time:6229, fc:0.310
Episode:19, r:0.4750, Time:6230, fc:0.270
Episode:19, r:0.4750, Time:6231, fc:0.330
Episode:19, r:0.4750, Time:6232, fc:0.270
Episode:19, r:0.4750, Time:6233, fc:0.310
Episode:19, r:0.4750, Time:6234, fc:0.300
Episode:19, r:0.4750, Time:6235, fc:0.310
Episode:19, r:0.4750, Time:6236, fc:0.270
Episode:19, r:0.4750, Time:6237, fc:0.350
Episode:19, r:0.4750, Time:6238, fc:0.260
Episode:19, r:0.4750, Time:6239, fc:0.330
Episode:19, r:0.4750, Time:6240, fc:0.300
Episode:19, r:0.4750, Time:6241, fc:0.310
Episode:19, r:0.4750, Time:6242, fc:0.300
Episode:19, r:0.4750, Time:6243, fc:0.330
Episode:19, r:0.4750, Time:6244, fc:0.290
Episode:19, r:0.4750, Time:6245, fc:0.340
Episode:19, r:0.4750, Time:6246, fc:0.300
Episode:19, r:0.4750, Time:6247, fc:0.300
Episode:19, r:0.4750, Time:6248, fc:0.330
